Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13
-3.02E+02,1.72E+02,-6.67E+00,1.73E+01,-1.56E+01,4.63E+00,-4.12E+00,-1.14E+00,-5.46E+00,4.37E+00,-1.56E-01,-3.83E+00,-4.65E+00
-190.33032,131.67743,-13.015692,20.431633,-2.916667,7.547516,1.8600005,15.320369,-5.515426,0.49468958,-4.998458,-0.5476025,-1.6397722
-213.5334,145.71,-33.7599,0.8393233,2.5452926,10.373436,1.0213057,12.134588,-0.8062639,1.3560859,-4.6223993,3.1715438,1.5561669
-165.04675,140.17319,-34.938698,10.877997,1.2248403,7.040808,-12.528672,5.6764975,-2.322499,-2.1982856,-3.9951518,2.9873374,0.792988
-179.05072,107.99196,-24.352451,19.56124,7.6935534,6.661591,4.588629,11.406677,-1.0911499,6.404291,0.20790705,0.32014793,-2.168238
-170.01447,105.3013,-26.793661,8.832528,8.639786,4.271556,3.105263,14.6256485,-1.1605614,6.6578865,6.6087174,5.6889424,2.5818117
-152.81047,113.59771,-37.983047,-2.8741283,-2.5145168,7.538719,0.7249092,12.165748,-2.8206108,1.741345,0.49958783,1.5451908,1.0961226
-154.2673,120.13542,-35.666336,-6.4302244,-2.4294405,4.037203,0.22790805,14.497201,-2.9174373,7.8059287,0.6556816,-0.21617663,-2.0974424
-160.25865,116.164925,-32.111732,-0.38350108,-4.3082614,7.622619,3.0678887,9.33587,-2.0677242,11.354695,1.8304844,1.5188946,3.2673361
-536.0436,146.35883,30.409243,31.523489,14.405411,19.697884,16.00779,11.035336,6.361592,7.472953,-1.1375709,5.263935,3.25113
-453.90643,149.23433,22.621279,35.004402,10.4661665,18.74888,11.951865,6.65103,3.869969,8.125334,-3.7941425,5.0718822,1.4055474
-454.73068,148.782,22.535273,34.809856,9.470447,18.62031,12.0686655,6.6585164,3.8030314,7.733448,-3.7456567,4.8428946,0.81082636
-455.53668,148.035,21.932566,34.37799,9.364546,19.095644,12.857068,6.950679,3.6632185,7.453287,-3.7887132,4.495066,0.6375517
-455.4476,147.82098,21.498995,34.485638,10.524434,19.621702,12.481278,6.459037,3.62642,7.2726626,-3.5948231,5.0229774,0.8718922
-454.6269,148.11249,21.78361,34.803463,10.79195,19.369175,11.792491,6.3863096,3.4923677,7.360716,-3.619921,5.4915137,1.501509
-454.30646,148.65837,21.941242,35.10149,10.72754,19.281693,12.295512,7.247848,3.6647756,7.494932,-3.596461,5.355555,1.637962
-454.25037,148.93097,21.813383,34.937027,10.078796,19.056093,12.694471,7.7020283,4.139394,7.4038258,-3.8414447,5.012951,1.0393494
-465.60455,150.92372,21.17137,34.23508,9.429009,18.925762,12.502553,7.4841266,3.9257622,7.606345,-3.3409698,5.6330624,1.2660828
-159.14021,-18.654308,-25.756536,10.744655,-8.339364,-9.264608,2.5207639,-1.2133517,1.7395083,8.328485,3.3838317,5.6162114,7.8458424
-113.03595,-18.757608,-15.121035,20.49378,-3.676472,-9.104946,9.387654,-3.2418034,5.2142854,8.502156,0.79263836,1.3019983,2.9467213
-93.05336,16.973488,-12.441314,25.298092,7.082453,-1.63416,12.356998,2.7935567,12.74185,3.110602,-3.3512971,0.65445375,4.8788986
-97.9721,27.513252,-2.035821,32.112564,14.734508,6.72676,13.615955,8.756504,8.523894,6.1553216,-2.0905352,2.7765462,6.956701
-81.78831,5.4252625,-6.0274625,29.456427,8.108335,-0.82306844,15.022546,1.795559,9.111701,5.776048,-3.300774,1.1642648,4.6734004
-104.644585,-17.974138,-14.174643,22.952671,-0.38223213,-9.314703,12.010248,-5.284152,6.908947,3.7643108,-1.8069487,0.8813004,2.143181
-71.36482,5.4030066,-10.222057,17.93056,-1.2661573,-4.878986,6.578163,0.2655658,1.672338,5.7907057,-0.33705238,1.2967012,4.7571774
-37.933544,-2.5655203,-5.20084,24.0175,0.51472217,-6.430667,10.593645,-4.100543,2.4149332,4.0908647,-3.1976643,-2.0232153,0.651492
-40.39396,-13.109296,-7.209876,26.0106,2.239612,-8.21137,12.065339,-7.1047573,3.8381622,3.0322502,-1.3601989,-0.22630109,0.09611831
-301.79507,117.8258,15.6539135,37.97453,12.988654,23.547646,10.317642,14.931956,11.543743,22.226278,6.632642,6.8686566,0.575181
-248.3685,104.52233,-8.651961,48.737564,16.476519,27.256317,12.594823,10.954643,5.7668777,26.923193,14.003362,5.544315,-3.8660722
-139.517,65.44765,-58.61629,52.6236,17.313387,24.824179,3.7905214,7.186029,10.617428,32.831417,13.208846,7.1407027,-8.071622
-166.37062,88.33853,-55.624634,37.841595,24.260872,30.354492,3.1548636,13.450102,3.6542585,31.038322,13.292411,10.49575,-0.20638068
-3.45E+02,1.17E+02,-1.35E+01,1.46E+01,-1.73E+01,8.86E+00,-1.16E+00,8.98E+00,5.09E-03,4.86E+00,-4.07E+00,6.93E+00,-1.96E+00
-3.46E+02,1.34E+02,-7.74E+00,1.51E+01,-1.10E+01,1.01E+01,2.84E-01,9.04E+00,5.87E+00,6.70E+00,-3.39E-01,4.20E+00,1.11E+00
-3.80E+02,1.42E+02,-2.65E+01,-4.08E-01,-1.66E+01,3.46E+00,-3.49E+00,7.08E+00,3.14E+00,-9.34E-01,-4.09E+00,3.87E+00,2.21E-01
-360.68704,130.64873,-21.167532,5.6347246,-26.334833,6.3326697,-1.3563895,4.9132314,2.9082446,3.5477908,-5.9239087,3.9959776,-0.5553741
-346.65628,122.834854,-14.867167,8.124003,-19.10036,4.4198127,-5.5719666,9.011294,-4.003964,0.8454217,-5.9621277,4.3365417,-0.8045537
-272.2261,116.1487,-10.837266,24.400042,-19.774263,6.4713593,2.627724,13.462923,6.3196745,9.535644,1.2542974,13.317037,6.3414392
-338.35684,127.82607,-45.441044,11.906017,-19.154121,6.923894,-2.0868046,-0.37553114,-1.7544972,-1.0370535,-1.2284771,10.5155525,6.0100594
-354.5429,129.52011,-35.703373,9.919856,-16.026901,6.5660734,1.0758492,7.616345,-1.64946,-3.4019785,-5.6581306,7.233826,4.5872903
-330.30057,154.41505,1.72777,1.5133979,25.211298,7.770999,5.949354,17.264755,-5.5182867,5.3188214,5.4698315,18.711586,10.394078
-332.91837,157.10626,1.1796713,3.16552,24.32532,7.981273,4.5564065,16.733303,-7.3471255,6.013206,3.7506986,19.23643,9.210947
-333.9167,157.69928,0.5097344,3.5469182,24.870895,8.248224,5.112303,16.694555,-7.8183284,5.5759788,3.950479,18.93976,9.257757
-3.35E+02,1.59E+02,-2.56E-01,3.19E+00,2.52E+01,7.71E+00,4.99E+00,1.74E+01,-7.65E+00,5.73E+00,3.85E+00,1.87E+01,9.46E+00
-334.5662,159.47742,-0.39426035,3.0278215,25.847578,7.3851843,4.944926,17.391449,-7.442437,6.1716275,3.5791256,18.411255,9.30196
-105.83984,80.084885,-52.690807,-2.4624538,-7.0649686,3.9489524,-9.5370865,-5.5860915,-10.599388,2.479751,-0.5137063,4.3189483,-8.171983
-104.23125,74.58753,-57.240955,-1.7053443,-7.8508368,2.6803365,-7.21605,-3.009452,-8.556845,1.9935322,-0.16469328,3.2725377,-6.158584
-71.23463,87.6259,-50.352146,-2.8867385,-16.449915,-13.460506,-7.214652,-5.591687,-28.254189,1.0236318,-11.271384,-1.632813,-1.3800507
-81.66236,84.66272,-52.34041,-2.4207928,-7.57116,-5.349839,-13.688135,-0.70768493,-18.504932,-0.86900955,-13.916393,3.191837,1.2738602
-83.501945,76.75993,-63.955086,-7.735994,-0.64833975,-3.8067355,-8.738514,-0.43653336,-20.9445,-1.0121716,-12.684331,3.0193686,1.7843285
-70.34716,81.65246,-62.669605,-5.2946243,-10.488521,-13.90033,-12.771159,4.2021804,-21.306963,2.6029048,-11.368044,1.9960436,0.744161
-54.900623,30.141897,-51.674732,3.10427,-7.8623695,-6.8852324,-5.4576225,7.05757,-15.170593,2.0293882,-12.250635,-1.8944409,-7.3970065
-292.29395,109.67856,5.560465,25.186255,10.8649,6.435314,8.010461,2.98697,5.362053,7.6149325,5.0779004,9.803761,3.8648307
-245.07112,112.04801,-27.018623,22.645073,1.9462873,5.428626,1.7181344,1.0732889,2.7259483,3.664086,2.267008,4.9588666,1.3035626
-260.6539,114.176636,-15.633609,22.927614,2.1876228,3.4071054,0.67244273,2.8400738,1.7263471,5.885504,-0.9781974,3.8118107,0.47899288
-227.06056,96.36744,-14.5079775,5.3833222,-3.0681067,4.7303534,-3.1706328,-0.847911,-3.6246927,1.0902717,-3.075425,4.158074,-4.010551
-230.81654,91.99823,-23.23584,8.267381,2.8317533,6.1131134,-2.3681028,1.4588135,-0.26224342,0.88502747,-2.5734165,2.8189735,-3.7117708
-226.25961,81.192894,-1.0720321,12.380383,-8.820171,12.764527,-6.085412,2.1158159,-3.0496104,-0.62078357,-2.4389877,5.009542,-4.2972765
-208.95854,62.518074,15.159288,10.335819,-13.421536,13.460641,-10.084922,5.6765037,-6.2592754,0.99238586,-1.8104115,3.8518755,-6.0115433
-2.41E+02,1.04E+02,-1.84E+01,2.15E+01,-7.08E-01,2.68E-01,3.24E+00,-3.99E-02,1.76E+00,2.72E+00,-3.71E+00,6.92E+00,-2.44E+00
-1.92E+02,1.24E+02,-1.89E+01,1.95E+01,4.01E+00,5.14E+00,1.71E+00,8.08E+00,-1.56E+00,1.07E+01,1.30E+00,1.46E-01,-1.93E-01
-1.98E+02,1.22E+02,-1.66E+01,1.78E+01,4.15E+00,4.91E+00,1.46E+00,7.17E+00,-7.47E-02,1.01E+01,1.58E+00,1.31E+00,6.36E-01
-202.38826,123.28796,-16.748539,17.033909,4.9450064,5.2728534,2.2573538,7.2990003,0.34692913,10.254715,1.2371438,1.6396065,1.0126917
-205.19989,122.64458,-15.598081,14.70028,5.913632,6.2695236,4.3333397,7.47329,-0.44530296,10.560882,3.203939,3.354129,1.4520822
-216.3974,120.761955,-11.342469,14.896067,6.3389406,5.958936,3.879185,6.396558,0.84367156,9.652788,3.4285028,4.3074274,1.6837564
-359.5687,108.6579,20.914377,28.552334,7.9901834,7.1177225,12.766919,4.224864,16.36814,13.556373,12.699669,12.46152,9.376779
-3.73E+02,1.05E+02,1.23E+01,2.65E+01,7.84E+00,2.70E+00,9.84E+00,2.67E+00,4.37E+00,2.11E+00,7.03E+00,-2.39E-01,4.04E+00
-3.57E+02,9.89E+01,1.50E+01,3.09E+01,-4.96E+00,1.05E+01,1.46E+00,-3.63E+00,1.36E+01,-1.14E-02,1.02E+01,4.53E+00,1.67E+00
-360.53842,106.57451,14.931988,27.514524,-0.5001399,11.649551,2.830524,4.306824,10.657983,1.6038959,11.032348,5.0078053,2.493112
-3.78E+02,1.23E+02,1.19E+01,2.13E+01,1.19E+01,-3.64E-01,9.35E+00,1.34E-01,9.27E+00,8.54E+00,7.65E+00,6.82E+00,1.05E+00
-364.44214,114.80189,21.016525,28.391241,15.141305,9.775855,16.669159,6.6611385,15.329179,11.174416,11.836976,11.493773,9.578843
-58.003185,100.38455,-53.627968,10.361001,12.30471,7.282413,6.567052,0.5846754,8.197959,5.3808694,3.4979439,3.9744492,-0.42576995
-58.87567,100.48712,-54.084652,10.109077,12.43873,8.240651,6.881174,0.40637013,7.686395,4.8087115,3.3078299,3.7121992,-0.33856815
-192.34068,96.35724,-30.283281,13.264016,12.257066,6.320442,5.080043,18.072271,14.305774,13.905955,11.43025,26.564493,12.784559
-189.95303,95.47802,-29.008114,12.490319,9.968628,7.2204204,5.457267,17.840775,13.09692,14.697477,11.111593,26.364399,13.457237
-165.95364,96.883316,-26.158209,17.722692,11.847435,8.651055,3.5799022,16.290974,11.245412,14.096988,10.680536,21.051525,9.549785
-38.07082,112.82711,-33.89487,5.4298844,-16.40932,5.5270557,7.5340486,14.442227,15.353516,5.6959214,2.4422371,6.595389,7.856341
-390.12997,175.91492,-1.7540444,33.53043,27.09305,22.05634,11.055059,5.3878865,6.2940044,19.887936,17.953583,0.4286782,-8.719358
-381.51987,168.88414,1.8251182,38.48653,27.196173,24.552063,10.557325,9.128842,5.8548837,17.863565,15.642999,1.8598472,-6.626877
-390.56937,168.49008,8.882447,40.332882,25.99619,24.33301,13.154759,12.372223,5.1512113,13.448486,12.80847,2.2157087,-1.5024474
-391.3009,168.07005,13.157259,40.397182,24.761713,24.961327,16.154263,12.445871,3.0179884,11.012992,11.061605,2.5765471,1.3088818
-394.8093,171.5081,16.471731,38.061855,25.957672,22.917479,17.989256,11.537951,2.2298825,10.401393,10.562442,3.2104638,1.3311341
-413.41846,181.93768,20.377707,37.244884,27.492,20.017096,18.656343,10.463165,3.1682637,8.653683,10.220976,2.3460479,1.3045517
-404.99945,176.11908,19.202995,39.41867,26.426605,21.474648,17.007788,9.721249,3.183622,8.864576,9.82543,1.9205911,0.9586123
-384.9228,164.8122,15.628316,43.363342,25.149378,23.983727,13.015868,10.998476,3.770997,9.23072,8.686299,2.213747,0.87725514
-392.4664,169.06339,18.404348,40.637875,25.968355,23.10379,13.193818,12.108296,4.590678,8.440593,10.184192,1.9686973,1.7256672
-322.9813,119.88938,-13.556841,15.033861,7.2975335,2.9302962,11.306517,-0.62270033,4.741659,7.173807,-1.5722951,3.2920582,-2.620424
-242.7787,106.80918,-30.277866,14.271891,-8.256636,-4.6726093,6.586626,-3.1473324,-0.9668763,7.266068,-5.299313,2.5240831,0.5148652
-302.32953,118.00856,-24.890753,19.809345,6.26774,-3.873745,4.1202602,3.3200824,5.920753,5.7733316,-5.5261927,2.7908587,0.3998416
-3.64E+02,1.21E+02,8.50E+00,1.42E+01,1.24E+01,-2.29E-01,1.96E+00,2.09E+00,8.25E-01,4.81E+00,2.13E+00,8.86E+00,2.87E+00
-3.49E+02,1.33E+02,-1.44E+01,1.98E+01,1.19E+01,1.29E+00,1.46E-01,-2.60E+00,2.38E+00,1.00E+01,-2.57E+00,-8.13E-03,-2.07E+00
-3.53E+02,1.25E+02,-3.07E+00,2.25E+01,1.21E+01,1.13E+01,6.69E+00,-3.07E+00,2.27E+00,8.45E+00,9.49E-02,7.34E+00,1.03E+00
-248.52321,124.49357,-20.305813,15.399033,2.8001938,3.8067982,14.872821,0.3160807,10.0965605,14.638706,0.49140546,4.4717836,-0.44167182
-207.61299,107.96245,-48.12765,-2.0965247,-15.69795,1.5893357,15.5037565,-1.4757828,6.568642,10.46493,-3.9733174,3.3620663,-6.4294314
-3.29E+02,2.30E+02,-3.22E+01,1.47E+01,2.49E+01,2.98E+00,1.01E+01,2.98E+00,1.02E+00,5.85E-01,-5.35E-02,3.27E+00,3.38E+00
-313.47113,202.1559,-33.728107,28.184008,23.192703,1.1833221,17.585505,15.0165205,2.635643,0.42642722,10.530044,6.569201,2.155462
-306.02335,202.84877,-33.26871,8.3533125,26.030172,6.6351085,16.383835,5.689189,5.474037,7.6197095,1.5225693,6.012416,8.986017
-269.51672,169.65164,-9.188341,-6.6872826,25.211145,13.454918,13.19408,10.949852,5.8354154,9.179399,6.656238,5.427237,8.832277
-305.17694,209.13525,-33.34794,0.98490614,23.008055,3.2933712,14.742781,6.8147483,4.2284493,8.166587,6.0600133,7.2799335,5.841929
-364.10416,228.9823,-35.566277,9.447069,17.246536,1.8663527,12.204512,2.5179584,6.3357763,4.1508503,3.8077502,7.767268,6.3545747
-358.14163,237.24428,-45.406784,24.387697,22.365398,-8.412859,17.553387,9.256632,-8.835775,6.4615693,9.808628,-4.6130157,1.7173189
-233.1618,175.76978,41.246952,39.55636,18.644306,26.082495,7.777354,13.124253,2.3912334,-3.3918598,7.3949533,-0.9673379,-4.904254
-218.81317,187.098,39.565277,34.270004,12.961758,24.267408,4.916636,11.373129,0.80374205,-4.7044907,3.8618326,-3.0403132,-5.9395475
-459.61655,102.20235,10.803861,-27.469517,-27.64369,-11.30922,-5.6063027,1.8027046,-1.5412922,-2.3358088,-1.656624,-1.2183826,0.68245304
-546.7898,95.97576,19.879929,-10.442167,-11.392866,-6.1441236,-8.750295,0.64345926,6.0187902,6.206313,-1.9031869,-3.107229,-1.564872
-6.37E+02,7.90E+01,2.50E+01,2.94E-01,-4.62E-01,5.89E+00,3.24E+00,3.93E+00,2.55E+00,2.85E+00,9.63E-01,7.70E-01,1.45E+00
-5.61E+02,7.41E+01,1.53E+01,-4.78E+00,-4.93E+00,-3.93E-01,-2.48E+00,3.31E+00,1.40E+00,2.18E+00,1.12E+00,-1.11E+00,-9.47E-01
-76.96401,92.80326,-45.545677,77.26358,-70.66429,37.184887,-43.32355,31.024477,-13.740621,14.9602375,-1.9483169,-14.938445,-5.830734
-136.01399,95.82415,-29.074331,56.18285,-48.761814,39.92113,-34.397198,32.30389,-10.703164,15.722882,-2.029926,-14.334967,-5.3778677
-120.762665,89.513824,-36.649822,51.877632,-50.050354,52.793724,-35.137436,38.944393,-12.382872,7.2943525,-0.8012473,-2.8940282,3.273507
-90.98307,90.10003,-45.90204,53.267704,-65.73233,53.28151,-47.91066,37.47671,-14.4507475,5.3800545,-2.0537715,-3.0937788,4.108855
-95.3963,86.02561,-45.317574,55.72873,-64.85547,56.132057,-48.46576,33.702663,-15.977093,6.447658,-4.6422644,-3.9063926,7.3455267
-129.47406,70.17256,-36.717457,64.263275,-58.55974,72.97037,-40.009796,43.633717,-15.671401,0.5598339,-9.229843,1.7667434,11.9891615
-96.94967,105.02443,1.317245,13.283716,-7.1355762,25.757376,-15.407772,-4.568129,-15.11698,-3.9800074,-3.7342687,-5.176932,-4.6927767
-91.40231,95.59699,1.4732288,10.750031,-3.4655232,24.664944,-14.190276,-1.0417763,-17.685686,-0.27108955,1.2851958,-6.9261723,-7.9716487
-86.14086,97.04647,1.1149416,7.9399433,-5.57445,23.292532,-14.896628,-1.5161895,-16.586111,0.2034472,0.54378915,-7.110377,-9.084399
-8.82E+01,9.87E+01,7.26E-03,7.37E+00,-5.79E+00,2.27E+01,-1.42E+01,-4.24E-01,-1.69E+01,1.36E+00,3.01E-01,-5.69E+00,-9.50E+00
-255.91902,106.23641,13.177605,20.656746,-0.85771006,24.675594,-11.046649,2.598329,-13.746091,4.7868586,1.2096334,-3.6140723,-0.3073286
-324.76395,129.07683,-52.35233,13.557479,-12.950167,20.873781,15.548046,20.094849,8.212918,3.9554634,2.0305266,9.496212,-7.026438
-276.1148,114.46566,-67.67527,10.685471,-21.030748,23.806658,18.56695,24.29582,7.5199986,3.271905,2.004694,9.14857,-11.1832285
-195.30063,82.81668,-85.724106,0.88630843,-28.131908,18.756506,21.10384,30.152973,12.532391,6.0792933,3.2061305,4.4041615,-10.848979
-570.97253,167.67569,-36.600876,24.678017,-19.697582,7.945867,6.5360327,-3.2892954,-4.105806,-4.722224,-7.787021,6.1644745,-2.4323456
-569.92773,168.67082,-33.191925,20.624777,-18.37373,10.708945,5.964844,-3.9135318,-6.0430765,-2.8878758,-7.1165714,7.3364415,-3.9476326
-522.263,168.18935,-39.504272,30.083801,-20.903545,8.450557,5.587437,-3.3931398,-9.617584,-4.130359,-8.272561,5.764947,-4.5495257
-543.2058,169.95123,-38.948006,21.285408,-22.489128,11.010234,7.217653,-3.8387516,-5.874788,-2.1117206,-6.9651937,5.9591107,-3.9348025
-547.47894,175.67662,-32.26426,29.439365,-22.61115,2.3142064,5.0035167,-3.009362,-3.5841477,-2.2615535,-6.651471,3.75824,-6.7086596
-570.18677,172.61703,-31.234758,19.038843,-14.797177,10.61592,7.951186,-2.6387317,-6.8553286,-0.735274,-6.0132117,5.842779,-2.6101842
-551.19037,174.05037,-36.176216,27.394407,-15.185671,7.5955763,7.1169276,-0.9611415,-5.888487,-5.3632584,-6.797241,6.2873974,-4.7368164
-548.8194,178.43127,-45.36608,23.331345,-13.738911,5.9138627,3.8762016,-3.3327763,-7.251166,-3.185858,-7.732048,3.9046059,-6.5080504
-278.74753,-6.791506,-9.198715,11.296353,-6.2740035,7.2910023,-6.991612,6.0644155,-5.5747185,1.3946537,-5.3400106,12.561732,-8.455748
-285.715,2.9682536,-8.498006,12.215259,-5.6349673,9.3691435,-5.2940245,4.5402517,-5.4992924,1.2232563,-1.684388,9.390984,-8.251101
-251.6824,4.080098,-8.190423,15.276743,-8.038747,3.5100534,-9.369745,6.4663157,-6.4475183,-1.4881673,-5.8385243,7.430657,-9.760665
-251.28233,9.582963,-8.648274,14.00313,-8.114755,3.1522322,-10.046385,4.312452,-4.8331,-1.7818487,-6.135096,6.499732,-9.997352
-252.7962,10.288198,-10.470304,13.177034,-6.875394,2.282266,-8.823597,5.037782,-4.4037924,-1.9793094,-3.934772,6.796607,-9.990705
-258.04803,7.5799975,-9.733364,11.349274,-7.266547,1.0520856,-7.4801683,4.2976885,-4.3021483,-1.7489603,-2.9189467,7.170754,-7.895275
-250.43921,4.7358623,-9.857801,13.246568,-7.709343,1.3436176,-6.276657,5.783532,-5.769604,-2.4648,-4.6597986,6.2163982,-11.5175495
-252.24548,2.9117951,-10.381517,11.3352585,-7.4871116,2.0553346,-7.797516,5.5755363,-3.7123914,-1.5896136,-3.6006699,7.5822787,-11.513337
-2.77E+02,-1.06E+01,-1.11E+01,1.11E+01,-3.56E+00,3.61E+00,-8.26E+00,7.02E+00,-2.36E+00,-2.04E-01,8.31E-01,9.18E+00,-7.52E+00
-276.7009,-1.2212995,-6.5465193,15.134217,-4.8163223,8.524262,-6.236991,10.595485,-2.8962986,-0.32012188,-2.1992345,9.249852,-9.63201
-295.23242,2.208806,-9.8809395,16.698753,-5.771215,8.645899,-7.9887724,7.98243,-4.892077,2.2322564,-3.714074,6.4577155,-8.120775
-305.59146,18.369476,2.8851862,21.38114,2.7034576,16.581806,-1.549422,13.500133,-1.342839,4.089426,-0.31887808,9.785964,-3.9969769
-302.4542,18.038012,-2.25279,22.221607,4.283967,12.574796,-1.1664126,15.091475,1.1091018,5.853755,2.3527005,11.095019,-4.9570627
-269.5129,14.795223,5.6795187,24.820236,7.392991,16.841223,1.2211674,15.869398,2.9454048,10.607808,3.0087526,14.086599,-5.0887904
-293.67926,14.882724,0.76604337,21.294167,4.411655,13.544831,-4.512255,10.982001,-0.44559112,6.7441106,1.2574693,10.002709,-8.08001
-285.57834,17.063177,4.9004464,15.108073,-1.1385069,11.514766,-4.647639,9.9395,-3.9841206,3.6086073,-1.7493277,10.735214,-6.7382474
-287.09872,7.53826,-8.242263,11.294373,-4.6664557,6.933823,-5.049513,7.9254155,-5.276884,1.1282922,-5.833316,6.380958,-11.231208
-280.73776,4.854137,-11.628367,11.545271,-9.007147,5.8251734,-6.751057,9.559373,-6.1561255,-3.1667163,-6.253228,6.9671965,-9.67836
-140.91434,6.1066723,5.072139,25.853628,-14.921217,18.307829,-9.978427,17.43744,-1.7459496,-3.1437163,-12.386637,3.0442338,-11.402112
-117.51148,25.68926,-9.700089,19.337786,-17.423733,6.39776,-8.465331,11.6624365,-4.8935847,-0.7066286,-14.223994,0.9917941,-18.95612
-82.973076,19.910538,-10.415136,12.858519,-13.42789,-4.799711,-10.178104,2.961375,-7.4703755,-2.9245248,-18.408861,2.675203,-20.653412
-74.62177,20.518618,-12.822641,8.746117,-11.368608,-8.721745,-11.550002,-0.32898667,-9.615423,-4.0700254,-21.234982,1.5616981,-18.475986
-82.40689,26.915108,-14.94957,6.870621,-8.396767,-5.163742,-12.350856,0.43687502,-10.639798,-6.018071,-18.314604,1.4357847,-17.15106
-70.05613,9.415786,-6.8228173,10.955838,-10.194869,3.3232613,-9.77205,4.93646,-6.8609076,-8.043067,-13.652624,6.46805,-20.62919
-72.045525,19.623661,-10.361726,10.815236,-10.014937,-0.5273781,-8.084202,2.5183532,-7.759963,-7.6551957,-14.586823,6.4280195,-18.470768
-74.8261,25.402004,-8.49307,12.967317,-7.5326085,0.624197,-5.268118,3.8506052,-5.6773667,-5.851137,-13.148502,7.1752234,-12.686353
-77.506065,30.063854,-9.798083,10.443271,-5.726445,2.300981,-5.0430613,2.9073117,-4.074176,-2.834456,-13.095569,4.243208,-10.867588
-59.385754,13.643775,-1.3254634,16.226622,-7.6619596,9.048632,-3.4272623,6.205788,-1.6725008,1.3433528,-7.336634,6.2631583,-15.61596
-63.7673,19.462313,-2.6190796,15.200297,-9.433103,6.3652472,-4.5630984,1.831212,-3.12503,0.66474074,-9.314046,7.053986,-16.54228
-69.18371,21.364138,-3.7520342,13.085949,-11.058123,4.1381598,-4.714032,-0.2613644,-4.282484,-0.6152481,-11.210682,6.0545444,-16.679245
-72.59699,30.272774,-4.0371046,10.92256,-8.652135,3.8851166,-4.2635627,1.4248744,-3.4181497,-0.5726097,-11.468409,6.77298,-15.5099125
-67.12127,6.560804,-3.8283954,12.882105,-9.595808,3.9110065,-8.091408,1.0923322,-2.6312194,-2.4266698,-6.9984307,6.3131304,-15.4741125
-81.663345,17.058912,-7.972946,7.937658,-6.994777,3.1923144,-8.337455,0.72540855,-8.415223,-6.288127,-9.310953,6.2672954,-14.687274
-78.502785,26.074,-1.1294764,9.163085,-9.98838,0.8308245,-10.740862,6.159002,-0.8530194,-0.40410778,-10.6591,4.912758,-17.403872
-78.17898,10.900296,-9.397037,9.294826,-4.010568,5.9921136,-6.4108505,2.1228077,-8.743818,-1.6806835,-9.390065,7.742222,-14.262268
-3.20E+02,5.62E+01,1.61E+01,2.17E+01,-1.05E+01,7.04E+00,-9.71E+00,2.18E+00,-4.76E+00,-1.58E-01,-1.30E+01,8.69E+00,-9.96E+00
-336.23587,42.27892,9.683335,23.073492,-6.573547,9.101247,-6.444227,7.072934,-1.2530885,3.6721284,-4.382039,8.562789,-7.7899356
-338.01535,22.462412,2.3699017,38.059353,1.849018,15.77655,-10.885591,11.451392,-8.582879,6.1185503,-4.9925957,3.6594005,-11.403993
-357.68,35.54065,2.5007024,29.43419,-3.526814,15.265893,-4.5809665,7.744636,-10.52542,2.52932,-5.804852,5.6918006,-12.434228
-370.96106,45.063503,3.7226293,23.686022,-0.45268434,11.435818,-3.114126,3.2830818,-3.9049926,5.100411,-2.1398199,8.628288,-9.303559
-344.91467,44.779476,1.9427164,21.880835,-4.923692,10.355095,-8.484823,10.110461,-2.5966353,2.1462991,-5.4244704,9.056535,-9.003148
-3.70E+02,4.96E+01,5.14E+00,1.75E+01,-2.77E+00,1.00E+01,-6.11E+00,8.23E+00,1.33E-01,3.30E+00,-3.38E+00,9.99E+00,-8.52E+00
-372.7107,46.019894,3.2006688,23.053495,-3.8969088,12.167768,-4.366038,9.0819435,1.1623212,4.124046,-2.6161015,9.738163,-6.8996487
-354.0839,35.664707,9.723856,21.743343,-5.3305717,9.283854,-4.131354,8.782583,0.7611972,3.923865,-3.326525,8.388705,-11.053072
-372.31238,41.45647,8.930949,23.654974,-3.9488785,10.749845,-5.8662796,3.2341068,-1.9925079,3.5814888,-3.2388582,6.328368,-10.920698
-345.45816,36.40698,3.6944885,19.474115,-3.2963412,9.89665,2.309767,6.965874,1.035309,3.3206065,-1.662087,8.543212,-7.83545
-364.90704,44.642673,-1.8179469,21.748917,-4.4491396,12.151557,5.1477637,7.539075,0.37760252,5.2951446,-2.0989833,8.506306,-4.752636
-3.28E+02,3.39E+01,6.62E+00,1.93E+01,-3.60E+00,1.12E+01,-3.11E+00,5.13E+00,-5.27E-01,6.71E-02,-6.56E+00,6.58E+00,-8.58E+00
-3.76E+02,1.47E+02,-9.52E+00,2.84E+01,7.51E+00,1.41E+01,8.39E-02,7.50E+00,-2.77E+00,5.25E+00,-2.72E+00,1.04E+00,7.01E-01
-373.61288,146.82562,-9.09926,28.361956,6.6175585,14.226057,0.4308058,8.717124,-2.0881474,5.4429245,-3.0824277,1.3741372,0.819099
-3.72E+02,1.50E+02,-8.64E+00,3.25E+01,5.73E+00,1.72E+01,2.50E+00,1.21E+01,-1.53E-01,7.20E+00,-7.40E-01,2.13E+00,2.97E+00
